book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,For Dummies,,288,183461,['4.5'],['17'],https://www.amazon.com/Data-Governance-Dummies-Jonathan-Reichental/dp/1119906776/ref=sr_1_52?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-52,25.49
Murach's Python for Data Analysis (Training & Reference),"Joel Murach,Scott McCoy",Mike Murach & Associates Inc,,559,231825,['4.5'],['32'],https://www.amazon.com/Murachs-Python-Analysis-Scott-McCoy/dp/1943872767/ref=sr_1_53?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-53,59.50
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",Stefanie Molin,Packt Publishing,,788,241645,['4.4'],['89'],https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_54?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-54,39.89
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional,"Edward Corcoran,Orrin Edenfield",Packt Publishing,,398,276675,['4.0'],['41'],https://www.amazon.com/Microsoft-Power-Analyst-Certification-Guide/dp/1803238569/ref=sr_1_55?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-55,44.99
Build a Career in Data Science,"Jacqueline Nolis,Emily Robinson",Manning,,354,150255,['4.7'],['98'],https://www.amazon.com/Build-Career-Science-Jacqueline-Nolis/dp/1617296244/ref=sr_1_56?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-56,39.99
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)","Nadieh Bremer,Shirley Wu",A K Peters/CRC Press,,428,75264,['4.5'],['99'],https://www.amazon.com/Data-Sketches-AK-Peters-Visualization/dp/0367000083/ref=sr_1_57?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-57,54.95
Data Engineering with Python: Work with massive datasets to design data models and automate data pipelines using Python,Paul Crickard III,Packt Publishing,,356,245333,['4.2'],['115'],https://www.amazon.com/Data-Engineering-Python-datasets-pipelines/dp/183921418X/ref=sr_1_58?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-58,37.99
AWS Certified Data Analytics Study Guide: Specialty (DAS-C01) Exam,Muhammad Asif Abbasi,Sybex,,416,213507,['4.6'],['67'],https://www.amazon.com/Certified-Data-Analytics-Study-Guide/dp/1119649471/ref=sr_1_59?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-59,42.49
Text as Data: A New Framework for Machine Learning and the Social Sciences,"Brandon M. Stewart,Justin Grimmer",Princeton University Press,,360,298606,['4.6'],['30'],https://www.amazon.com/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_60?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-60,39.95
Data Smart: Using Data Science to Transform Information into Insight,John W. Foreman,Wiley,,432,241611,['4.5'],['409'],https://www.amazon.com/Data-Smart-Science-Transform-Information/dp/111866146X/ref=sr_1_61?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-61,31.49
Data Science for Supply Chain Forecasting,Nicolas Vandeput,De Gruyter,,280,154570,['4.6'],['81'],https://www.amazon.com/Data-Science-Supply-Chain-Forecasting/dp/3110671107/ref=sr_1_62?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-62,49.39
"SQL for Data Analytics: Harness the power of SQL to extract insights from data, 3rd Edition",Benjamin Johnston,Packt Publishing,,540,301313,['4.6'],['58'],https://www.amazon.com/SQL-Data-Analytics-Harness-insights/dp/180181287X/ref=sr_1_63?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-63,44.99
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",Soledad Galli,Packt Publishing,,386,176647,['4.6'],['12'],https://www.amazon.com/Python-Feature-Engineering-Cookbook-transforming/dp/1804611301/ref=sr_1_64?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-64,44.99
Practical Statistics for Data Scientists: 50 Essential Concepts,"Peter C. Bruce,Peter Bruce",O'Reilly Media,,318,176136,['4.5'],['439'],https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/1491952962/ref=sr_1_65?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-65,25.85
Data Quality Engineering in Financial Services: Applying Manufacturing Techniques to Data,Brian Buzzelli,O'Reilly Media,,174,206300,['4.3'],['5'],https://www.amazon.com/Data-Quality-Engineering-Financial-Services/dp/1098136934/ref=sr_1_66?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-66,17.42
Be Data Driven: How Organizations Can Harness the Power of Data,Jordan Morrow,Kogan Page,,240,236938,['4.2'],['12'],https://www.amazon.com/Be-Data-Driven-Organizations-Harness/dp/139860612X/ref=sr_1_67?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-67,29.30
The Self-Service Data Roadmap: Democratize Data and Reduce Time to Insight,Sandeep Uttamchandani,O'Reilly Media,,284,213381,['4.3'],['58'],https://www.amazon.com/Self-Service-Data-Roadmap-Democratize-Insight/dp/1492075256/ref=sr_1_68?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-68,40.99
Be Data Analytical: How to Use Analytics to Turn Data into Value,Jordan Morrow,Kogan Page,,240,315469,['5.0'],['0'],https://www.amazon.com/Be-Data-Analytical-Analytics-Value/dp/1398609285/ref=sr_1_69?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-69,29.99
Building a Scalable Data Warehouse with Data Vault 2.0,Dan Linstedt,Morgan Kaufmann,,688,292330,['4.3'],['168'],https://www.amazon.com/Building-Scalable-Data-Warehouse-Vault/dp/0128025107/ref=sr_1_70?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-70,69.94
Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,"Jens Albrecht,Christian Winkler,",O'Reilly Media,,422,302104,['4.7'],['46'],https://www.amazon.com/Blueprints-Text-Analytics-Using-Python/dp/149207408X/ref=sr_1_71?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-71,48.99
Responsible Data Science: Transparency and Fairness in Algorithms,Peter C. Bruce,Wiley,,304,Null,['3.9'],['9'],https://www.amazon.com/Responsible-Data-Science-Transparency-Algorithms/dp/1119741750/ref=sr_1_72?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787301&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-72,23.58
"Inside Deep Learning: Math, Algorithms, Models",Edward Raff,Manning,,600,344152,['4.9'],['17'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0OTY3MTQ4NjI1ODEyNjUyOjE2ODc3ODczMDE6c3BfYnRmOjIwMDE1MzcyNDE2NjA5ODo6MDo6&url=%2FInside-Deep-Learning-Algorithms-Models%2Fdp%2F1617298638%2Fref%3Dsr_1_73_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687787301%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-73-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,47.99
Build a Career in Data Science,"Jacqueline Nolis,Emily Robinson",Manning,,354,150255,['4.7'],['98'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0OTY3MTQ4NjI1ODEyNjUyOjE2ODc3ODczMDE6c3BfYnRmOjIwMDE1MzcwMzQ4OTY5ODo6MDo6&url=%2FBuild-Career-Science-Jacqueline-Nolis%2Fdp%2F1617296244%2Fref%3Dsr_1_74_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687787301%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-74-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,39.99
Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,Jim Frost,Statistics By Jim Publishing,,355,38386,['4.5'],['167'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0OTY3MTQ4NjI1ODEyNjUyOjE2ODc3ODczMDE6c3BfYnRmOjIwMDA0MzQzMDc2ODA4MTo6MDo6&url=%2FRegression-Analysis-Intuitive-Interpreting-Linear%2Fdp%2F1735431184%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687787301%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,22.72
Creating a Data-Driven Organization: Practical Advice from the Trenches,Carl Anderson,O'Reilly Media,,300,195941,['4.2'],['117'],https://www.amazon.com/Creating-Data-Driven-Organization-Practical-Trenches/dp/1491916915/ref=sr_1_73?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-73,23.04
"The Science of Baseball: The Math, Technology, and Data Behind the Great American Pastime",Will Carroll,Skyhorse,,216,325699,['4.1'],['27'],https://www.amazon.com/Science-Baseball-Technology-American-Pastime/dp/1510768971/ref=sr_1_74?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-74,11.99
Data Analytics Using Splunk 9.x: A practical guide to implementing Splunk's features for performing data analysis at scale,Nadine Shillingford,Packt Publishing,,336,417402,['4.8'],['6'],https://www.amazon.com/Data-Analytics-Using-Splunk-9-x/dp/1803249412/ref=sr_1_75?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-75,44.99
"Statistics for Data Scientists: An Introduction to Probability, Statistics, and Data Analysis (Undergraduate Topics in Computer Science)","Maurits Kaptein,Edwin van den Heuvel (Author)",Springer,,348,330157,['4.5'],['2'],https://www.amazon.com/Statistics-Data-Scientists-introduction-Undergraduate/dp/303010530X/ref=sr_1_76?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-76,35.69
Data Analysis with Mplus (Methodology in the Social Sciences),Christian Geiser,Self Publication,,Null,322534,['4.8'],['33'],https://www.amazon.com/Analysis-Mplus-Methodology-Social-Sciences/dp/1462502458/ref=sr_1_77?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-77,40.86
Developing Data Migrations and Integrations with Salesforce: Patterns and Best Practices,David Masri,Apress,,370,Null,['4.5'],['53'],https://www.amazon.com/Developing-Data-Migrations-Integrations-Salesforce/dp/1484242084/ref=sr_1_78?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-78,28.34
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny P McClain,O'Reilly Media,,279,400103,['3.5'],['19'],https://www.amazon.com/Python-Geospatial-Data-Analysis-Intelligence/dp/109810479X/ref=sr_1_79?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-79,47.49
Python and R for the Modern Data Scientist: The Best of Both Worlds,"Boyan Angelov,Rick J. Scavetta",O'Reilly Media,,196,321084,['4.2'],['21'],https://www.amazon.com/Python-Modern-Data-Scientist-Worlds/dp/1492093408/ref=sr_1_80?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-80,38.99
"Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python, 2nd Edition","Mirza Rahim Baig,Vishwesh Ravi Shrimali,",Packt Publishing,,636,302455,['4.5'],['59'],https://www.amazon.com/Data-Science-Marketing-Analytics-practical/dp/1800560478/ref=sr_1_81?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-81,36.99
An Introduction to Data Science,Jeffrey S. Saltz,"SAGE Publications, Inc",,288,335307,['4.4'],['74'],https://www.amazon.com/Introduction-Data-Science-Jeffrey-Saltz/dp/150637753X/ref=sr_1_82?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-82,49.00
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization's digital transformation",Bill Schmarzo,Packt Publishing,,260,199085,['4.2'],['101'],https://www.amazon.com/Economics-Data-Analytics-Digital-Transformation/dp/1800561415/ref=sr_1_83?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-83,36.99
Data Mining: Practical Machine Learning Tools and Techniques (Morgan Kaufmann Series in Data Management Systems),"Christopher J. Pal,Ian H. Witten",Morgan Kaufmann,,654,322413,['4.2'],['118'],https://www.amazon.com/Data-Mining-Practical-Techniques-Management/dp/0128042915/ref=sr_1_84?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-84,58.75
Machine Learning Engineering in Action,Ben Wilson,Manning,,576,351705,['5.0'],['11'],https://www.amazon.com/Machine-Learning-Engineering-Action-Wilson/dp/1617298719/ref=sr_1_85?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-85,47.99
"The Data Model Resource Book, Vol. 2: A Library of Data Models for Specific Industries",Len Silverston,Wiley,,576,295799,['4.1'],['36'],https://www.amazon.com/Data-Model-Resource-Book-Vol/dp/0471353485/ref=sr_1_86?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-86,67.15
Confident Data Skills: How to Work with Data and Futureproof Your Career (Confident Series),Kirill Eremenko,Kogan Page,,320,227425,['4.7'],['18'],https://www.amazon.com/Confident-Data-Skills-Futureproof-Career/dp/1789664381/ref=sr_1_87?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-87,13.69
Python for Data Science For Dummies,"John Paul Mueller,Luca Massaron",For Dummies,,496,360084,['4.4'],['209'],https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_88?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-88,19.89
"Feature Store for Machine Learning: Curate, discover, share and serve ML features at scale",Jayanth Kumar M J,Packt Publishing,,280,254420,['4.6'],['4'],https://www.amazon.com/Feature-Store-Machine-Learning-discover/dp/1803230061/ref=sr_1_89?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-89,39.99
Data Science from Scratch: First Principles with Python,Joel Grus,O'Reilly Media,,330,297772,['4.3'],['401'],https://www.amazon.com/Data-Science-Scratch-Principles-Python/dp/149190142X/ref=sr_1_90?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-90,39.33
The Science of Data Science and Big Data: Data Science For Beginners,Donald Harris,Self Publication,,Null,Null,['0'],['0'],https://www.amazon.com/Science-Data-Big-Beginners/dp/B0BTC4L68X/ref=sr_1_91?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-91,9.99
Data Visualization: Exploring and Explaining with Data (MindTap Course List),"Jeffrey D. Camm,James J. Cochran,Michael J. Fry",Cengage Learning,,448,Null,['4.7'],['5'],https://www.amazon.com/Data-Visualization-Exploring-Explaining-MindTap/dp/035763134X/ref=sr_1_92?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687787498&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-92,289.95
